proveedor ,dependencia ,numero de expediente,hechos de irregularidad,objeto social ,sentido de resolucion,fecha de notificacion ,fecha de resolucion ,plazo ,monto ,nombre responsable de la informacion ,fecha de actualizacion ,
3R INNOVACIîN Y DISE„O  S.A. DE  C.V.,"	INSTITUTO MEXICANO DEL SEGURO SOCIAL","	0041/2013","	LA EMPRESA POR CAUSAS IMPUTABLES A ELLA NO FORMALIZO EL CONTRATO.","	3RINNOVACION@LIVE.COM.MX.","	SANCIONATORIA CON MULTA","	19/08/2014","	06/08/2014","	","	90664.00","	LIC. JORGE PERALTA PORRAS","	06/12/2018 08:12",
MONTE REAL DISTRIBUIDORA Y COMERCIALIZADORA   S.A. DE C.V.,"	PEMEX GAS Y PETROQUIMICA BASICA","	0008/2010","	INFORMACIîN FALSA","	COMRA  VENTA  IMPORTACIîN  EXPLORACIîN DE TODA CALSE DE REFACCIONES AUTOMOTRICES Y ARTICULOS PARA LA INDUSTRIA PETROLERA  REPARACIîN DE EQUIPO DE MAQUINARIA  EQUIPO INDUSTRIAL .","	SANCIONATORIA CON MULTA E INHABILITACIîN","	08/10/2010","	01/10/2010","	1 A„O","	328800.00","	","	06/12/2018 08:12",
MONTE REAL DISTRIBUIDORA Y COMERCIALIZADORA  S.A. DE C.V.,"	PEMEX GAS Y PETROQUIMICA BASICA","	0016/2010","	LA EMPRESA PROPORCIONî DOCUMENTOS QUE CONTIENEN INFORMACIîN QUE DESCONOCIî LA SUPUESTA EMISORA.","	COMPRA  VENTA  IMPORTACIîN  EXPLORACIîN DE TODA CLASE DE REFACCIONES AUTOMOTRICES Y ARTêCULOS PARA LA INDUSTRIA PETROLERA.","	SANCIONATORIA CON MULTA E INHABILITACIîN","	29/12/2010","	15/12/2010","	1 A„O 6 MESES","	509640.00","	","	06/12/2018 08:12",
MONTE REAL DISTRIBUIDORA Y COMERCIALIZADORA  S.A.DE C.V.,"	PEMEX GAS Y PETROQUIMICA BASICA","	0007/2010","	PRESENTî INFORMACIîN FALSA DURANTE EL PROCEDIMIENTO ACTUALIZANDOSE LA HIPîTESIS PREVISTA EN EL NUMERAL 60  FRACCIîN IV DE LA LEY DE ADQUISIICONES  ARRENDAMIENTOS Y SERVICOS DEL SECTOR PòBLICO.","	COMPRA  VENTA  IMPORTCIîN  EXPLORACIîN DE TODA CLASE DE REFACCIONES AUTOMOTORES Y ARTICULOS PARA LA INDUSTRIA PETROLERA.","	SANCIONATORIA CON MULTA E INHABILITACIîN","	06/10/2010","	21/09/2010","	1 A„O","	328800.00","	","	06/12/2018 08:12",
MORI INSTALACIONES  S.A. DE C.V.,"	SECRETARIA DE LA FUNCIîN PòBLICA","	0090/2010","	46  DE LA LEY DE ADQUISICIONES  ARRENDAMIENTOS Y SERVICIOS DEL SECTOR PòBLICO.  <br>OMITIî FORMALIZAR EL CONTRATO DERIVADO DE LA LICITACIîN PòBLICA NACIONAL NòMERO 30114002-001-10  PARA LA CONSTRUCCIîN DEL SERVICIO DE INSTALACIîN ELƒCTRICA PARA EL INMUEBLE DEL REGISTRO PòBLICO DE LA PROPIEDAD Y DE COMERCIO.","	PARA LA CONSTRUCCIîN DEL SERVICIO DE INSTALACIîN ELƒCTRICA PARA EL INMUEBLE DEL REGISTRO PòBLICO DE LA PROPIEDAD Y DE COMERCIO.","	SANCIONATORIA CON MULTA","	16/05/2011","	13/05/2011","	","	86190.00","	JOSƒ MACêAS CORONA","	06/12/2018 08:12",
MORRIS HERMANOS  S.A. DE C.V.,"	PEMEX GAS Y PETROQUIMICA BASICA","	0263/2006","	PRESENTî INFORMACIîN FALSA RESPECTO A ENCONTRARSE AL CORRIENTE DE SUS OBLIGACIONES FISCALES.","	EL COMERCIO CON BIENES MUEBLES  EN PARTICULAR LA COMPRA VENTA DE AUTOMOVILES  CAMIONES  SUS ACCESORIOS Y REFACCIONES DE TODA ESPECIE  Y LA ADQUISICIîN DE LOS INMUEBLES NECESARIOS PARA REALIZAR DICHAS OPERACIONES.","	SANCIONATORIA CON MULTA E INHABILITACIîN","	13/04/2007","	02/04/2007","	3 MESES","	75438.50","	","	06/12/2018 08:12",
MQUITEC MAQUINAS Y EQUIPOS TECNICOS  S.A. DE C.V.,"	SECRETARIA DE LA DEFENSA NACIONAL","	0009/2013","	LA EMPRESA MQUITEC MAQUINAS Y EQUIPOS TECNICOS  S.A. DE C.V.  NO FIRMO EL CONTRATO QUE SE LE ADJUDICO EN LA REQUISICION NUMERO FP04-R00055/2013.","	VENTA AL POR MAYOR POR COMISION Y CONSIGNACION","	SANCIONATORIA CON MULTA","	21/08/2013","	08/08/2013","	","	96611.05","	JORGE DAVID LEBOREIRO AMADOR","	06/12/2018 08:12",
MTB PROYECTOS Y SERVICIOS  S.A. DE C.V.,"	COMISION FEDERAL DE ELECTRICIDAD","	0035/2015","	SE INFORMA LA PRESUNTA INFRACCIîN A LA LEY ESTABLECIDA EN EL ARTêCULO 29  FRACCIîN IX  DE LA LEY DE ADQUISICIONES  ARRENDAMIENTOS Y SERVICIOS DEL SECTOR PòBLICO.","	","	SANCIONATORIA CON MULTA","	28/04/2016","	27/04/2016","	","	108655.00","	ALEJANDRO RUIZ SANCHEZ","	06/12/2018 08:12",
MULTI MƒDICA  S.A. DE C.V.,"	INSTITUTO MEXICANO DEL SEGURO SOCIAL","	0514/2008","	LA EMPRESA SE CONDUJO CON DOLO AL PRESENTAR CARTA DE RESPALDO APîCRIFA.","	LA COMPRA VENTA  IMPORTACION  EXPORTACION  DISTRIBUCION Y REPRESENTACION COMERCIAL DE EQUIPOS MEDICOS  MOBILIARIO Y CONSUMIBLES  SEAN APARATOS MECANICOS  ELECTRICOS O ELECTRONICOS  DE SUS REPARACIONES O COMPONENTES PARA USO INDUSTRIAL  COMERCIAL O RESIDENCIAL.","	SANCIONATORIA CON MULTA E INHABILITACIîN","	14/12/2010","	03/12/2010","	2 A„OS 6 MESES","	864053.70","	LIC. JORGE PERALTA PORRAS","	06/12/2018 08:12",
MULTIPLES ARTICULOS Y SUSTANCIAS PARA LABORATORIO S.A. DE .CV.,"	COMISIîN FEDERAL PARA LA PROTECCIîN CONTRA RIESGOS SANITARIOS","	0001/2014","	OFICIO DIRIGIDO AL TITULAR DEL îRGANO INTERNO DE CONTROL EN LA COFEPRIS  POR PARTE DEL DIRECTOR EJECUTIVO DE RECURSOS MATERIALES Y SERVICIOS GENERALES  POR POSIBLE INCUMPLIMIENTO DEL ARTICULO 46 DE LA LAASSP  DERIVADO DEL FALLO DICTADO EN EL PROCEDIMIENTO DE LICITACIîN PòBLICA INTERNACION BAJO LA COBERTURA DE TRATADOS MIXTA NòMERO LA-012S00001-T133-2013.","	COMPRA  VENTA  DISTRIBUCION  IMPORTACION  EXPORTACION  ALMACENAMIENTO DE REACTIVOS QUIMICOS  EQUIPOS  VIDRIERIA PARA LABORATORIOS EN GENERAL.","	SANCIONATORIA CON MULTA","	29/09/2014","	19/09/2014","	","	97140.00","	MARIA ELENA MONDRAGîN  GALICIA","	06/12/2018 08:12",
MULTISERVICE EXPRESS DE PUEBLA  S.A. DE C.V.,"	COMISION FEDERAL DE ELECTRICIDAD","	0019/2015","	LA NO FORMALIZACIîN DEL CONTRATO 9200006356  POR CAUSAS IMPUTABLES AL LICITANTE.","	","	SANCIONATORIA CON MULTA","	24/05/2016","	20/05/2016","	","	108655.00","	ALEJANDRO RUIZ SANCHEZ","	06/12/2018 08:12",
MULTISERVICIOS GENƒRICOS  S.A. DE C.V.,"	PEMEX EXPLORACIîN Y PRODUCCION","	0018/2010","	NO SE PRESENTî A LA FORLIZACIîN DEL CONTRATO 422060030","	VENTA DE TODO TIPO DE ARTICULOS  EQUIPOS  MAQUINARIA  CONSUMIBLES PARA LA INDUSTRIA PETROLERA Y ANEXAS","	SANCIONATORIA CON MULTA","	29/02/2012","	15/02/2012","	","	86190.00","	","	06/12/2018 08:12",
MULTISERVICIOS GLOBALES DEL NORTE  S.A. DE C.V.,"	SECRETARIA DE LA FUNCIîN PòBLICA","	0232/2009","	46  DE LA LEY DE ADQUISICIONES  ARRENDAMIENTOS Y SERVICIOS DEL SECTOR PòBLICO. <br>OMITIî FORMALIZAR EL CONTRATO NòMERO 1101002-001-08-01 DERIVADO DE LA LICITACIîN PòBLICA NACIONAL 1101002-001-08 CONVOCADA POR EL CENTRO DE INVESTIGACIîN CIENTêFICA Y  DE EDUCACIîN SUPERIOR DE ENSENADA BAJA CALIFORNIA SUR  REFERENTES AL SERVICIO INTEGRAL DE LIMPIEZA.","	FABRICANTE  IMPORTADOR Y EXPORTADOR DE ARTICULOS PARA LA HIGIENE Y LIMPIEZA.","	SANCIONATORIA CON MULTA E INHABILITACIîN","	23/04/2010","	23/04/2010","	3 MESES","	78885.00","	JOSƒ MACêAS CORONA","	06/12/2018 08:12",
MULTISERVICIOS TECNOLîGICOS E INDUSTRIALES DEL GOLFO  S.A DE C.V.,"	PEMEX GAS Y PETROQUIMICA BASICA","	0007/2011","	DADO QUE PRESENTARON ENTRE OTRA DOCUMENTACIîN  LA COPIA DEL CERTIFICADO IQS/423/2006 DE SEIS DE JULIO DE DOS MIL SEIS (FOJA 584)  CUYA VIGENCIA SE CANCELî EN EL MES DE DICIEMBRE DE DOS MIL SIETE POR IQS CORPORATION S.A. DE C.V.  POR NO HABER LLEVADO A CABO LA AUDITORêA DE VIGILANCIA AL SISTEMA DE GESTIîN DE CALIDAD EN TIEMPO Y FORMA POR PARTE DE LA EMPRESA ALED COMPANY  S.A. DE C.V.  CONFORME A LA NORMA NMX-EC-17021-IMNC-2008  ÒEVALUACIîN DE LA CONFORMIDAD _ REQUISITOS PARA LOS ORGANISMOS QUE REALIZAN LA AUDITORêA Y LA CERTIFICACIîN DE SISTEMAS DE GESTIîNÓ ","	","	SANCIONATORIA CON MULTA E INHABILITACIîN","	07/12/2011","	30/11/2011","	3 A„OS 9 MESES","	1075991.40","	","	06/12/2018 08:12",
MULTISERVICIOS TECNOLOGICOS E INDUSTRIALES DEL GOLFO  S.A. DE C.V.,"	INSTITUTO MEXICANO DEL PETROLEO","	0018/2008","	LA EMPRESA PRESENTO POLIZAS DE FIANZA FALSAS PARA GARANTIZAR DOS CONTRATOS CELEBRADOS CON EL INSTITUTO MEXICANO DEL PETROLEO PARA EL MANTENIMIENTO PREVENTIVO Y CORRECTIVO AL PARQUE VEHICULAR Y PARA EL MANTENIMIENTO INTEGRAL A LOS CENTROS DE CAPACITACION DEL IMP-D.R.S.","	","	SANCIONATORIA CON MULTA E INHABILITACIîN","	23/03/2011","	16/03/2011","	3 MESES","	75438.50","	MYRIAM MARIA GUADALUPE MACIEL JASSO","	06/12/2018 08:12",
MULTISERVICIOS TECNîLOGICOS E INDUSTRIALES DEL GOLFO  S.A. DE C.V.,"	PEMEX GAS Y PETROQUIMICA BASICA","	0018/2010","	FALSEî INFORMACIîN Y A TRAVƒS DEL ELEMENTO SUBJETIVO DEL ENGA„O OBTUVO UN BENEFICIO QUE EN EL CASO CONCRETO FUE LA ASIGNACIîN DEL CONTRATO CON LA OBTENCIîN DE PAGOS DE TRABAJOS NO EJECUTADOS.","	FABRICACIîN   COMPRAVENTA  DISTRIBUCIîN  IMPORTACIîN Y EXPORTACIîN DE TODA CLASE DE REFACCIONES  EQUIPOS Y MATERIALES NACIONALES O EXTRANJEROS.","	SANCIONATORIA CON MULTA E INHABILITACIîN","	16/03/2011","	07/03/2011","	2 A„OS 6 MESES","	788850.00","	","	06/12/2018 08:12",
MULTISERVICIOS TECNOLOGêCOS E INDUSTRIALES DEL GOLFO  S.A. DE C.V.,"	PEMEX GAS Y PETROQUIMICA BASICA","	0021/2010","	POLIZA DE FIANZA  APOCRIFA","	MANTENIMIENTO PREVENTIVO Y CORRECTIVO","	SANCIONATORIA CON MULTA E INHABILITACIîN","	02/02/2011","	28/01/2011","	1 A„O 6 MESES","	489087.00","	","	06/12/2018 08:12",
MULTISERVICIOS TECNOLîGICOS E INDUSTRIALES DEL GOLFO  S.A. DE C.V.,"	PEMEX GAS Y PETROQUIMICA BASICA","	0023/2009","	PRESENTACIîN DE POLIZA DE FIANZA FALSA","	MANTENIMIENTO PREVENTIVO Y CORRECTIVO A PARQUE VEHICULAR","	SANCIONATORIA CON MULTA E INHABILITACIîN","	23/03/2010","	16/03/2010","	1 A„O","	326058.00","	","	06/12/2018 08:12",
MULTISERVICIOS Y EQUIPOS S.A. DE C.V.,"	PRONOSTICOS PARA LA ASISTENCIA PòBLICA","	0018/2006","	PRESENTî INFORMACIîN FALSA RESPECTO A ENCONTRARSE AL CORRIENTE DE SUS OBLIGACIONES FISCALES.","	FABRICAR  DISE„AR  DESARROLLAR  PROCESAR  ENSAMBLAR  IMPORTAR  EXPORTAR  DISTRIBUIR  COMPRAR  VENDER  ARRENDAR  LICENCIAR Y EN GENERAL COMERCIAR CON CUALESQUIER CLASE DE EQUIPOS Y SISTEMAS DE CîMPUTO  DE PROCESAMIENTO DE DATOS DE TELECOMUNICACIONES  DE FOTOCOPIADO  ELƒCTRICOS INCLUYENDO EN FORMA ENUNCIATIVA PERO NO LIMITATIVA  PROGRAMAS PARA PROCESAMIENTO DE DATOS (SOFTWARE)  ASê COMO TODA CLASE DE MAQUINARIA  HERRAMIENTA  EQUIPOS  IMPLEMENTOS  PARTES  COMPONENTES  ACCESORIOS  REDES DE TELECOMUNICACIONES Y ACCESO A REDES SATELITES (PREVIA OBTENCIîN DE LOS PERMISOS Y AUTORIZACIONES CORRESPONDIENTES) Y ADEMçS ARTêCULOS RELACIONADOS CON DICHOS PRODUCTOS Y CON LOS DEMçS OBJETOS DE LA SOCIEDAD  ASê COMO LA PRESTACIîN DE SERVICIOS RELACIONADOS CON LA RED MUNDIAL DE TELECOMUNICACIONES INTERNET  ASê COMO SUS DERIVACIONES ACTUALES Y FUTURAS COMO INTRANETS Y EXTRANETS  COMERCIO ELECTRîNICO  FOROS DE DISCUSIîN Y DEBATE  CREACIîN Y MANTENIMIENTO DE SITIOS DE INTERNET  PçGINAS  PORTALES  WEBS  INTERCAMBIO ELECTRîNICO DE DATOS  IMçGENES  AUDIO Y VIDEO.","	SANCIONATORIA CON MULTA E INHABILITACIîN","	13/11/2006","	07/11/2006","	3 MESES","	72540.00","	REBECA PEREZ CHACîN","	06/12/2018 08:12",
MUNDIAL INSTALACIONES AVANZADAS  S.A. DE C.V.,"	AEROPUERTOS Y SERVICIOS AUXILIARES","	0066/2005","	PRESENTî INFORMACIîN FALSA RESPECTO A ENCONTRARSE AL CORRIENTE DE SUS OBLIGACIONES FISCALES.","	","	SANCIONATORIA CON MULTA E INHABILITACIîN","	03/07/2006","	29/06/2006","	3 MESES","	67860.00","	MIGUEL ANGEL MACEDO VELAZQUEZ","	06/12/2018 08:12",
MUNDIAL INSTALACIONES AVANZADAS  S.A. DE C.V.,"	COMITE ADMINISTRADOR DEL PROGRAMA FEDERAL DE CONSTRUCCIîN DE ESCUELAS","	0002/2006","	LA EMPRESA MUNDIAL INSTALACIONES AVANZADAS  S.A. DE C.V. PRESENTO PARA LA ADJUDICACION DE LOS CONTRATO DE OBRA PUBLICA  RELATIVOS A LAS LICITACIONES 11140-077-014-05  11140-077-022-05  POLIZAS DE SEGURO DE RESPONSABILIDAD CIVIL  QUE FUERON DESCONOCIDAS POR LA COMAPA„IA ASEGURADORA  TODA VEZ QUE NO EXISTEN EN LOS REGISTROS DE LA MISMA.","	","	SANCIONATORIA CON MULTA E INHABILITACIîN","	14/08/2006","	11/08/2006","	3 A„OS 3 MESES","	926640.00","	CONCEPCIîN GARCêA PALMEROS","	06/12/2018 08:12",
MUNDO MEDICO DEL NORTE  S.A. DE C.V.,"	INSTITUTO MEXICANO DEL SEGURO SOCIAL","	0010/2009","	LA EMPRESA POR CAUSAS IMPUTABLES A ELLA NO FORMALIZO EL CONTRATO NO. D850301","	","	SANCIONATORIA CON MULTA E INHABILITACIîN","	11/08/2011","	29/07/2011","	7 MESES","	81514.50","	LIC. JORGE PERALTA PORRAS","	06/12/2018 08:12",
MUNDO MEDICO DEL NORTE  S.A. DE C.V.,"	INSTITUTO MEXICANO DEL SEGURO SOCIAL","	0011/2009","	LA EMPRESA POR CAUSAS IMPUTABLES A ELLA NO FORMALIZO EL CONTRATO NO. D850233","	","	SANCIONATORIA CON MULTA E INHABILITACIîN","	11/08/2011","	29/07/2011","	7 MESES","	81514.50","	LIC. JORGE PERALTA PORRAS","	06/12/2018 08:12",
MUNDO MEDICO DEL NORTE  S.A. DE C.V.,"	INSTITUTO MEXICANO DEL SEGURO SOCIAL","	0012/2009","	LA EMPRESA POR CAUSAS IMPUTABLES A ELLA NO FORMALIZO EL CONTRATO <br>NO. BIAG85002","	","	SANCIONATORIA CON MULTA E INHABILITACIîN","	11/08/2011","	29/07/2011","	7 MESES","	81514.50","	LIC. JORGE PERALTA PORRAS","	06/12/2018 08:12",
MUNDO MEDICO DEL NORTE  S.A. DE C.V.,"	INSTITUTO MEXICANO DEL SEGURO SOCIAL","	0076/2009","	LA EMPRESA POR CAUSAS IMPUTABLES A ELLA NO FORMALIZO EL CONTRATO NO. D85239","	","	SANCIONATORIA CON MULTA E INHABILITACIîN","	11/08/2011","	29/07/2011","	7 MESES","	81514.50","	LIC. JORGE PERALTA PORRAS","	06/12/2018 08:12",
MUNDO MEDICO DEL NORTE  S.A. DE C.V.,"	INSTITUTO MEXICANO DEL SEGURO SOCIAL","	0173/2009","	LA EMPRESA POR CAUSAS IMPUTABLES A ELLA NO FORMALIZO EL CONTRATO  NO. D950386","	","	SANCIONATORIA CON MULTA E INHABILITACIîN","	11/08/2011","	29/07/2011","	7 MESES","	81514.50","	LIC. JORGE PERALTA PORRAS","	06/12/2018 08:12",
MUNDO MEDICO DEL NORTE  S.A. DE C.V.,"	INSTITUTO MEXICANO DEL SEGURO SOCIAL","	0174/2009","	LA EMPRESA POR CAUSAS IMPUTABLES A ELLA NO FORMALIZO EL CONTRATO NO. D90085","	.","	SANCIONATORIA CON MULTA E INHABILITACIîN","	11/08/2011","	29/07/2011","	7 MESES","	81514.50","	LIC. JORGE PERALTA PORRAS","	06/12/2018 08:12",
MUNDUS TOURS DE MƒXICO  S.A. DE C.V.,"	SECRETARIA DE LA FUNCIîN PòBLICA","	0023/2014","	LA EMPRESA MUNDUS TOURS DE MƒXICO  S.A. DE C.V.  OMITIî FORMALIZAR EL CONTRATO QUE LE FUE ADJUDICADO MEDIANTE FALLO DE 11 DE ABRIL DE 2014.","	","	SANCIONATORIA CON MULTA","	29/01/2018","	26/01/2018","	","	201870.00","	JOSƒ MACêAS CORONA","	06/12/2018 08:12",
MURO PAVIMENTOS Y CONSTRUCCIONES  S.A. DE C.V.,"	SECRETARIA DE LA FUNCIîN PòBLICA","	0012/2014","	78 FRACCIîN IV  DE LA LEY DE OBRAS PòBLICAS Y SERVICIOS RELACIONADOS CON LAS MISMAS   <br>PROPORCIONAR INFORMACIîN FALSA Y ACTUAR CON DOLO EN UN PROCEDIMIENTO DE CONTRATACIîN.","	","	SANCIONATORIA CON MULTA E INHABILITACIîN","	25/08/2015","	21/08/2015","	2 A„OS","	803024.00","	JOSƒ MACêAS CORONA","	06/12/2018 08:12",
MURO PAVIMENTOS Y CONSTRUCCIONES  S.A. DE C.V.,"	SECRETARIA DE LA FUNCIîN PòBLICA","	0013/2014","	78 FRACCIîN IV  DE LA LEY DE OBRAS PòBLICAS Y SERVICIOS RELACIONADOS CON LAS MISMAS  <br>PROPORCIONAR INFORMACIîN FALSA Y ACTUAR CON DOLO EN UN PROCEDIMIENTO DE CONTRATACIîN.","	","	SANCIONATORIA CON MULTA E INHABILITACIîN","	25/08/2015","	21/08/2015","	2 A„OS","	803024.00","	JOSƒ MACêAS CORONA","	06/12/2018 08:12",
MURO PAVIMENTOS Y CONSTRUCCIONES  S.A. DE C.V.,"	SECRETARIA DE LA FUNCIîN PòBLICA","	0014/2014","	78 FRACCIîN IV  DE LA LEY DE OBRAS PòBLICAS Y SERVICIOS RELACIONADOS CON LAS MISMAS  <br>PROPORCIONAR INFORMACIîN FALSA Y ACTUAR CON DOLO EN UN PROCEDIMIENTO DE CONTRATACIîN","	","	SANCIONATORIA CON MULTA E INHABILITACIîN","	25/08/2015","	21/08/2015","	2 A„OS","	803024.00","	JOSƒ MACêAS CORONA","	06/12/2018 08:12",
MYSLAB S.A DE C.V.; CONTROL Y PROCESO S.A DE C.V.; VALIDACIîN Y METROLOGIA S.A DE C.V.,"	SERVICIO NACIONAL DE SANIDAD  INOCUIDAD Y CALIDAD AGROALIMENTARêA","	0001/2017","	PRESENTE DOCUMENTACIîN O INFORMACIîN FALSA O ALTERADA CON EL PROPîSITO DE LOGRAR UN BENEFICIO O  <br>VENTAJA","	SERVICIO DE MANTENIMIENTO PREVENTIVO Y/O CORRECTIVO  CALIBRACIîN  VERIFICACIîN Y CALIFICACIîN PARA EQUIPO DE LABORATORIO DEL SENASICA PARA EL 2016","	SANCIONATORIA CON MULTA E INHABILITACIîN","	08/05/2017","	28/04/2017","	1 A„O","	371528.23","	LUIS FRANCISCO OLIVEROS ANGELES","	06/12/2018 08:12",
NAHUI  INGENIEROS CIVILES  S.A. DE C.V.,"	COMISION FEDERAL DE ELECTRICIDAD","	0045/2015","	PRESENTAR INFORMACIîN FALSA DENTRO DEL PROCEDIMIENTO DE CONTRATACIîN.","	","	SANCIONATORIA CON MULTA E INHABILITACIîN","	24/05/2016","	24/05/2016","	3 MESES","	108655.00","	ALEJANDRO RUIZ SANCHEZ","	06/12/2018 08:12",
NAHUI  INGENIEROS CIVILES  S.C. DE S.R.L.,"	COMISION FEDERAL DE ELECTRICIDAD","	0021/2015","	LA NO FORMALIZACIîN DEL CONTRATO DN000-050/15 DERIVADO DE LA LICITACIîN PòBLICA LO-018TOQ115-N68-2015.","	","	SANCIONATORIA CON MULTA E INHABILITACIîN","	19/04/2016","	18/04/2016","	3 MESES","	105150.00","	ALEJANDRO RUIZ SANCHEZ","	06/12/2018 08:12",
NAHUI  INGENIEROS CIVILES  S.C. DE S.R.L.,"	COMISION FEDERAL DE ELECTRICIDAD","	0022/2015","	NO FORMALIZACIîN DEL CONTRATO DN000-059/15","	","	SANCIONATORIA CON MULTA E INHABILITACIîN","	19/04/2016","	18/04/2016","	3 MESES","	105150.00","	ALEJANDRO RUIZ SANCHEZ","	06/12/2018 08:12",
NAMASKAR AUTOMOTIVE  S. DE R.L.,"	COMISION FEDERAL DE ELECTRICIDAD","	0034/2011","	NO FORMALIZO EL CONTRATO DENTRO DEL TƒRMINO DE QUINCE DêAS CONCEDIDO PARA ELLO","	AUTOMATIZACIîN DE PROCESOS INDUSTRIALES","	SANCIONATORIA CON MULTA","	13/01/2012","	02/01/2012","	","	89730.00","	ALEJANDRO RUIZ SANCHEZ","	06/12/2018 08:12",
NANCY RODRêGUEZ JIMAREZ,"	INSTITUTO MEXICANO DEL SEGURO SOCIAL","	0008/2017","	LA PROVEEDORA PROPORCIONî INFORMACIîN FALSA.","	","	SANCIONATORIA CON MULTA E INHABILITACIîN","	26/10/2018","	18/10/2018","	1 A„O","	109560.00","	LIC. JORGE PERALTA PORRAS","	06/12/2018 08:12",
NAOKURE MEX  S.A. DE C.V.,"	COMISION FEDERAL DE ELECTRICIDAD","	0006/2015","	LA EMPRESA NO FORMALIZî EL CONTRATO 700448733.","	","	SANCIONATORIA CON MULTA","	19/04/2016","	14/04/2016","	","	108655.00","	ALEJANDRO RUIZ SANCHEZ","	06/12/2018 08:12",
NAUTICA INDUSTRIAL  S.A. DE C.V.,"	FONDO NACIONAL DE FOMENTO AL TURISMO Y EMPRESAS DE PARTICIPACIîN ACCIONARIA DE LA ENTIDAD","	0018/2005","	","	Compra venta  importacion  exportacion  distribucion  fabricacion  consignacion  comision  representacion y comercio en general de toda clase de articulos deportivos  de campismo  nauticos  articulos de flotacion.","	","	","	","	3 MESES","	","	LIC. ENRIQUE DUPLAN MOLINA","	06/12/2018 08:12",
NAVIERA DEL GOLFO NAGOMEX  S.A. DE C.V.,"	PEMEX EXPLORACIîN Y PRODUCCION","	0156/2007","	HABER EXHIBIDO DOCUMENTO AL PARECER APOCRIFO DENTRO DE SU OFERTA  EN EL CUAL LA SECRETARIA DE COMUNICACIONES Y TRANSPORTES LE RECONOCIO LA CAPACIDAD PARA ACTUAR COMO AGENTE NAVIERO CONSIGNATARIO DE BUQUES EN CIUDAD DEL CARMEN","	","	SANCIONATORIA CON MULTA E INHABILITACIîN","	31/12/2010","	03/12/2010","	3 A„OS 9 MESES","	1131577.50","	","	06/12/2018 08:12",
NEODREN  S. DE R.L. DE C.V.,"	INSTITUTO MEXICANO DEL SEGURO SOCIAL","	0032/2017","	LA EMPRESA POR CAUSAS IMPUTABLES A ELLA NO DIO CUMPLIMIENTO A LAS OBLIGACIONES CONTRACTUALES QUE ASUMIî EN EL CONTRATO NO. U150512","	LA FABRICACIîN  IMPORTACIîN  COMPRA  VENTA Y DISTRIBUCIîN DE TODA CLASE DE ARTêCULOS MƒDICO-QUIRòRGICOS  HOSPITALARIOS Y RELACIONADOS CON LA SALUD.","	SANCIONATORIA CON MULTA E INHABILITACIîN","	26/10/2018","	22/10/2018","	4 MESES","	124062.00","	LIC. JORGE PERALTA PORRAS","	06/12/2018 08:12",
NETCOM DEL GOLFO  S.A. DE C.V.,"	PEMEX EXPLORACIîN Y PRODUCCION","	0439/2005","	HABER PROPORCIONADO INFORMACION FALSA AL MANIFESTAR QUE NO SE ENCUENTRA EN LOS SUPUESTOS DEL ART. 50","	","	SANCIONATORIA CON MULTA E INHABILITACIîN","	28/07/2010","	22/07/2010","	1 A„O 10 MESES","	519480.00","	","	06/12/2018 08:12",
NEUROCOLUMNA  S.A. DE C.V.,"	HOSPITAL REGIONAL DE ALTA ESPECIALIDAD EN IXTAPALUCA","	0002/2018","	UNA MISMA ACCIONISTA EN LAS TRES EMPRESAS QUE PARTICIPARON EN EL PROCEDIMIENTO","	PRESTACION Y ADMINISTRACION DE SERVICIOS MEDICOS; COMERCIALIZACIîN  DISTRIBUCIîN  VENTA Y RENTA DE INSUMOS  MATERIAL  ARTICULOS Y EQUIPO MƒDICO","	SANCIONATORIA CON MULTA E INHABILITACIîN","	29/08/2018","	17/08/2018","	3 MESES","	109560.00","	PABLO VILLARREAL SALAZAR","	06/12/2018 08:12",
NEW MILLENNIUM TRAVEL  S.A. DE C.V.,"	COMISION NACIONAL DE CULTURA FISICA Y DEPORTE","	0004/2007","	NEW MILLENNIUM TRAVEL  S.A. DE C.V.  PROPORCIONî INFORMACIîN FALSA EN LA LICITACIîN 00620001-004-07  YA QUE PRESENTî PROPUESTA DE MANERA CONJUNTA CON OPERADORA COCOYOC  S.A. DE C.V.  Y PRESENTARON MANIFIESTO BAJO PROTESTO DE DECIR VERDAD QUE NO SE ENCONTRABAN EN NINGUNO DE LOS SUPUESTOS DEL ARTêCULO 50 DE LA LEY DE ADQUISICIONES  ARRENDAMIENTOS Y SERVICIOS DEL SECTOR PòBLICO  SIENDO QUE SE ENCUENTRA INHABILITADA ACTUALMENTE POR TRES MESES POR RESOLUCIîN DEL îRGANO INTERNO DE CONTROL EN EL INSTITUTO POêTƒCNICO NACIONAL.","	SERVIR DE INTERMEDIARIO ENTRE LOS TURISTAS Y LOS PRESTADORES DE SERVICIOS DE CUALQUIER GƒNERO","	SANCIONATORIA CON MULTA E INHABILITACIîN","	04/07/2007","	20/06/2007","	3 MESES","	70798.00","	MIGUEL RICARDO AGUIRRE BARROSO","	06/12/2018 08:12",
